Game,Rally,Player,Team,Space,Action,Errors,Nothing,Score
27,11.0,FRA_1,FRA,2,A_0,,,1.0
27,11.0,USA_20,USA,M,JS_0,,1.0,
27,11.0,USA_11,USA,5,D_0,1.0,,
17,4.0,JAP_7,JAP,Y,JS_0,1.0,,
1,13.0,POL_17,POL,4,D_1,,1.0,
1,13.0,POL_19,POL,3,G_0,,1.0,
1,13.0,POL_14,POL,1,A_0,,,1.0
1,13.0,IRI_18,IRI,3,B_0,1.0,,
1,13.0,POL_16,POL,4,R_1,,1.0,
1,13.0,POL_19,POL,2,G_0,,1.0,
1,13.0,POL_15,POL,2,A_0,,1.0,
1,13.0,IRI_1,IRI,Y,FS_0,,1.0,
1,13.0,IRI_5,IRI,2,B_0,,1.0,
3,28.0,POL_20,POL,3,B_0,,1.0,
3,28.0,POL_2,POL,1,D_0,,1.0,
3,28.0,POL_8,POL,7,G_0,,1.0,
3,28.0,POL_6,POL,3,A_0,,1.0,
3,28.0,POL_19,POL,3,B_0,1.0,,
3,28.0,IRI_2,IRI,8,D_0,,1.0,
3,28.0,IRI_8,IRI,7,G_0,,1.0,
3,28.0,IRI_22,IRI,1,D_0,,1.0,
3,28.0,IRI_2,IRI,5,D_1,,1.0,
3,28.0,IRI_18,IRI,2,G_0,,1.0,
3,28.0,IRI_22,IRI,1,A_0,,1.0,
3,28.0,IRI_2,IRI,7,R_0,,1.0,
3,28.0,IRI_8,IRI,7,G_0,,1.0,
3,28.0,IRI_17,IRI,3,A_0,,1.0,
3,28.0,POL_16,POL,M,JS_0,,1.0,
3,28.0,POL_20,POL,2,B_0,,1.0,
6,1.0,FRA_9,FRA,8,R_1,,1.0,
6,1.0,FRA_11,FRA,2,G_1,,1.0,
6,1.0,FRA_17,FRA,1,A_0,,,1.0
6,1.0,ITA_6,ITA,Y,JS_0,,1.0,
6,1.0,ITA_6,ITA,6,D_0,1.0,,
21,36.0,USA_20,USA,3,B_0,1.0,,
21,36.0,USA_22,USA,8,R_0,,1.0,
21,36.0,USA_11,USA,FZ,G_0,,1.0,
21,36.0,USA_15,USA,6,D_0,,1.0,
21,36.0,BRA_28,BRA,Y,JS_0,,1.0,
21,36.0,BRA_18,BRA,6,D_1,,1.0,
21,36.0,BRA_1,BRA,2,G_0,,1.0,
21,36.0,BRA_9,BRA,1,A_0,,,1.0
3,12.0,POL_16,POL,8,R_0,,1.0,
3,12.0,POL_19,POL,2,G_0,,1.0,
3,12.0,POL_6,POL,3,A_0,,,1.0
3,12.0,IRI_22,IRI,Y,JS_0,,1.0,
3,12.0,IRI_17,IRI,6,D_0,1.0,,
9,4.0,NED_4,NED,7,R_0,,1.0,
9,4.0,NED_11,NED,2,G_0,,1.0,
9,4.0,NED_8,NED,1,A_0,1.0,,
9,4.0,ITA_6,ITA,M,JS_0,,1.0,
9,4.0,ITA_19,ITA,2,B_0,,,1.0
29,17.0,POL_14,POL,2,D_0,,1.0,
29,17.0,POL_19,POL,2,G_0,,1.0,
29,17.0,POL_16,POL,1,A_0,,,1.0
29,17.0,USA_2,USA,8,D_0,1.0,,
29,17.0,POL_16,POL,7,R_0,,1.0,
29,17.0,POL_19,POL,3,G_0,,1.0,
29,17.0,POL_20,POL,2,A_0,,1.0,
29,17.0,USA_2,USA,M,JS_0,,1.0,
29,17.0,USA_4,USA,2,B_0,,1.0,
1,44.0,POL_16,POL,7,R_1,,1.0,
1,44.0,POL_19,POL,2,G_1,,1.0,
1,44.0,POL_20,POL,2,A_0,,,1.0
1,44.0,IRI_17,IRI,L,JS_0,,1.0,
1,44.0,IRI_8,IRI,7,D_0,1.0,,
16,31.0,JAP_5,JAP,M,JS_0,1.0,,
10,31.0,NED_12,NED,4,R_1,,1.0,
10,31.0,NED_19,NED,2,G_0,,1.0,
10,31.0,NED_22,NED,1,A_0,1.0,,
10,31.0,ITA_15,ITA,L,JS_0,,1.0,
10,31.0,ITA_17,ITA,2,B_0,,,1.0
1,45.0,POL_16,POL,M,JS_0,1.0,,
15,25.0,POL_21,POL,8,R_1,,1.0,
15,25.0,POL_19,POL,2,G_1,,1.0,
15,25.0,POL_21,POL,2,A_0,,,1.0
15,25.0,ITA_16,ITA,L,JS_0,,1.0,
15,25.0,ITA_16,ITA,9,D_0,1.0,,
6,13.0,ITA_15,ITA,1,B_0,,1.0,
6,13.0,ITA_16,ITA,FZ,D_1,,1.0,
6,13.0,ITA_6,ITA,2,G_0,,1.0,
6,13.0,ITA_15,ITA,1,A_0,1.0,,
6,13.0,FRA_11,FRA,6,G_0,,1.0,
6,13.0,FRA_4,FRA,6,A_0,,1.0,
6,13.0,FRA_1,FRA,3,B_0,,,1.0
7,31.0,ITA_16,ITA,L,JS_0,1.0,,
2,8.0,POL_14,POL,8,R_0,,1.0,
2,8.0,POL_19,POL,8,G_0,,1.0,
2,8.0,POL_16,POL,1,A_0,,,1.0
2,8.0,IRI_17,IRI,L,JS_0,,1.0,
2,8.0,IRI_18,IRI,3,B_0,1.0,,
3,17.0,POL_17,POL,4,D_0,1.0,,
3,17.0,POL_16,POL,6,R_0,,1.0,
3,17.0,POL_19,POL,4,G_1,,1.0,
3,17.0,POL_15,POL,2,A_0,,1.0,
3,17.0,IRI_18,IRI,L,FS_0,,1.0,
3,17.0,IRI_1,IRI,2,B_0,,1.0,
3,17.0,IRI_18,IRI,6,D_0,,1.0,
3,17.0,IRI_2,IRI,1,A_0,,,1.0
8,26.0,FRA_9,FRA,8,R_0,,1.0,
8,26.0,FRA_11,FRA,2,G_0,,1.0,
8,26.0,FRA_4,FRA,6,A_0,1.0,,
8,26.0,ITA_14,ITA,Y,JS_0,,1.0,
8,26.0,ITA_17,ITA,1,B_0,,,1.0
1,10.0,IRI_22,IRI,7,R_0,,1.0,
1,10.0,IRI_18,IRI,6,G_0,,1.0,
1,10.0,IRI_17,IRI,3,A_0,,,1.0
1,10.0,POL_16,POL,M,JS_0,,1.0,
1,10.0,POL_6,POL,6,D_0,1.0,,
16,5.0,JAP_7,JAP,7,R_1,,1.0,
16,5.0,JAP_8,JAP,2,G_1,,1.0,
16,5.0,JAP_1,JAP,3,A_0,,,1.0
16,5.0,FRA_17,FRA,M,JS_0,,1.0,
16,5.0,FRA_19,FRA,1,B_0,1.0,,
19,27.0,BRA_28,BRA,3,B_0,,1.0,
19,27.0,BRA_1,BRA,3,D_0,1.0,,
19,27.0,BRA_18,BRA,8,R_0,,1.0,
19,27.0,BRA_1,BRA,2,G_0,,1.0,
19,27.0,BRA_9,BRA,1,A_0,,1.0,
19,27.0,USA_8,USA,M,JS_0,,1.0,
19,27.0,USA_5,USA,3,B_0,,1.0,
19,27.0,USA_22,USA,4,D_0,,1.0,
19,27.0,USA_11,USA,1,G_0,,1.0,
19,27.0,USA_2,USA,1,At_0,,,1.0
10,21.0,ITA_15,ITA,8,D_0,,1.0,
10,21.0,ITA_6,ITA,3,G_0,,1.0,
10,21.0,ITA_5,ITA,3,A_0,,1.0,
10,21.0,NED_2,NED,6,D_0,,1.0,
10,21.0,NED_12,NED,FZ,D_0,,1.0,
10,21.0,NED_3,NED,1,A_0,1.0,,
10,21.0,ITA_7,ITA,8,R_0,,1.0,
10,21.0,ITA_6,ITA,1,G_1,,1.0,
10,21.0,ITA_19,ITA,2,A_0,,1.0,
10,21.0,NED_12,NED,L,JS_0,,1.0,
10,21.0,NED_8,NED,2,B_0,,1.0,
10,21.0,NED_14,NED,FZ,D_0,,1.0,
10,21.0,NED_18,NED,8,G_0,,1.0,
10,21.0,NED_3,NED,1,A_0,,1.0,
1,28.0,POL_20,POL,3,B_0,,1.0,
1,28.0,POL_16,POL,6,D_0,,1.0,
1,28.0,POL_19,POL,2,G_0,,1.0,
1,28.0,POL_14,POL,1,At_0,,,1.0
1,28.0,IRI_17,IRI,3,D_0,1.0,,
1,28.0,POL_17,POL,8,R_0,,1.0,
1,28.0,POL_19,POL,3,G_0,,1.0,
1,28.0,POL_20,POL,2,A_0,,1.0,
1,28.0,IRI_22,IRI,Y,JS_0,,1.0,
1,28.0,IRI_1,IRI,1,B_0,,1.0,
1,28.0,IRI_22,IRI,8,D_0,,1.0,
1,28.0,IRI_18,IRI,FZ,G_0,,1.0,
1,28.0,IRI_2,IRI,1,D_0,,1.0,
9,3.0,NED_4,NED,7,R_1,,1.0,
9,3.0,NED_2,NED,2,G_0,,1.0,
9,3.0,NED_4,NED,2,A_0,1.0,,
9,3.0,ITA_6,ITA,M,JS_0,,1.0,
2,9.0,POL_17,POL,1,D_0,,1.0,
2,9.0,POL_20,POL,2,D_0,,1.0,
2,9.0,POL_6,POL,3,D_0,,1.0,
2,9.0,POL_6,POL,6,D_0,1.0,,
2,9.0,IRI_17,IRI,6,D_0,,1.0,
2,9.0,IRI_18,IRI,2,G_0,,1.0,
2,9.0,IRI_17,IRI,3,A_0,,,1.0
2,9.0,IRI_18,IRI,3,B_0,,1.0,
2,9.0,IRI_2,IRI,8,R_1,,1.0,
2,9.0,IRI_18,IRI,2,G_1,,1.0,
2,9.0,IRI_22,IRI,1,A_0,,1.0,
2,9.0,POL_16,POL,M,JS_0,,1.0,
2,9.0,POL_17,POL,4,D_0,,1.0,
2,9.0,POL_16,POL,4,D_0,,1.0,
2,9.0,POL_14,POL,1,At_0,,1.0,
22,36.0,BRA_6,BRA,9,R_0,,1.0,
22,36.0,BRA_14,BRA,2,G_0,,1.0,
22,36.0,BRA_9,BRA,1,A_0,,,1.0
22,36.0,USA_4,USA,Y,FS_0,,1.0,
22,36.0,USA_2,USA,8,D_0,1.0,,
19,9.0,BRA_9,BRA,7,R_0,,1.0,
19,9.0,BRA_1,BRA,2,G_0,,1.0,
19,9.0,BRA_9,BRA,1,A_0,,,1.0
19,9.0,USA_11,USA,M,JS_0,,1.0,
19,9.0,USA_22,USA,4,D_0,1.0,,
24,9.0,UAS_18,UAS,8,R_0,,1.0,
24,9.0,UAS_11,UAS,2,G_0,,1.0,
24,9.0,UAS_20,UAS,2,A_0,1.0,,
24,9.0,UAS_14,UAS,2,B_0,,,1.0
24,9.0,FRA_17,FRA,M,JS_0,,1.0,
14,34.0,POL_17,POL,5,D_0,,1.0,
14,34.0,POL_15,POL,2,G_0,,1.0,
14,34.0,POL_6,POL,1,A_0,,,1.0
14,34.0,ITA_6,ITA,3,B_0,1.0,,
14,34.0,POL_21,POL,6,R_0,,1.0,
14,34.0,POL_6,POL,2,G_0,,1.0,
14,34.0,POL_6,POL,1,A_1,,1.0,
14,34.0,ITA_19,ITA,L,FS_0,,1.0,
14,34.0,ITA_17,ITA,3,B_0,,1.0,
14,34.0,ITA_15,ITA,8,D_1,,1.0,
14,34.0,ITA_6,ITA,2,G_1,,1.0,
14,34.0,ITA_16,ITA,1,At_0,,1.0,
12,42.0,NED_12,NED,5,D_1,,1.0,
12,42.0,NED_2,NED,2,G_0,,1.0,
12,42.0,NED_7,NED,1,A_0,,,1.0
12,42.0,ITA_5,ITA,5,D_0,1.0,,
12,42.0,NED_12,NED,8,R_1,,1.0,
12,42.0,NED_2,NED,2,G_0,,1.0,
12,42.0,NED_7,NED,1,A_0,,1.0,
12,42.0,ITA_5,ITA,L,JS_0,,1.0,
12,42.0,ITA_5,ITA,8,D_0,,1.0,
1,42.0,POL_14,POL,8,R_0,,1.0,
1,42.0,POL_19,POL,5,G_0,,1.0,
1,42.0,POL_16,POL,1,A_0,,,1.0
1,42.0,IRI_5,IRI,Y,JS_0,,1.0,
1,42.0,IRI_1,IRI,3,B_0,1.0,,
11,31.0,NED_18,NED,8,R_0,,1.0,
11,31.0,NED_10,NED,FZ,G_0,,1.0,
11,31.0,NED_3,NED,3,A_0,,,1.0
11,31.0,ITA_16,ITA,L,JS_0,,1.0,
11,31.0,ITA_14,ITA,1,B_0,1.0,,
1,9.0,POL_14,POL,1,D_0,,1.0,
1,9.0,POL_19,POL,5,G_0,,1.0,
1,9.0,POL_6,POL,3,At_0,,,1.0
1,9.0,IRI_18,IRI,1,D_0,1.0,,
1,9.0,POL_17,POL,9,R_0,,1.0,
1,9.0,POL_19,POL,5,G_0,,1.0,
1,9.0,POL_16,POL,1,At_0,,1.0,
1,9.0,IRI_17,IRI,L,JS_0,,1.0,
1,9.0,IRI_1,IRI,3,B_0,,1.0,
26,16.0,USA_18,USA,8,R_1,,1.0,
26,16.0,USA_11,USA,2,G_0,,1.0,
26,16.0,USA_2,USA,1,A_0,,,1.0
26,16.0,FRA_1,FRA,Y,JS_0,,1.0,
26,16.0,FRA_14,FRA,3,B_0,1.0,,
25,9.0,USA_18,USA,8,R_0,,1.0,
25,9.0,USA_11,USA,1,G_0,,1.0,
25,9.0,USA_2,USA,1,A_0,,,1.0
25,9.0,FRA_14,FRA,Y,JS_0,,1.0,
25,9.0,FRA_17,FRA,4,D_0,1.0,,
23,25.0,USA_20,USA,5,R_0,,1.0,
23,25.0,USA_11,USA,5,G_0,,1.0,
23,25.0,USA_8,USA,1,A_0,1.0,,
23,25.0,FRA_1,FRA,Y,JS_0,,1.0,
9,27.0,ITA_5,ITA,9,R_0,,1.0,
9,27.0,ITA_6,ITA,6,G_0,,1.0,
9,27.0,ITA_16,ITA,3,A_0,1.0,,
9,27.0,NED_8,NED,L,JS_0,,1.0,
17,2.0,FRA_2,FRA,8,R_1,,1.0,
17,2.0,FRA_11,FRA,2,G_1,,1.0,
17,2.0,FRA_1,FRA,2,A_0,,,1.0
17,2.0,JAP_1,JAP,L,JS_0,,1.0,
17,2.0,JAP_2,JAP,2,B_0,,1.0,
17,2.0,JAP_5,JAP,8,D_0,1.0,,
20,38.0,BRA_11,BRA,8,R_0,,1.0,
20,38.0,BRA_1,BRA,2,G_0,,1.0,
20,38.0,BRA_28,BRA,6,A_0,,,1.0
20,38.0,USA_11,USA,M,JS_0,,1.0,
20,38.0,USA_20,USA,1,B_0,1.0,,
6,14.0,FRA_11,FRA,Y,JS_0,1.0,,
12,10.0,NED_7,NED,9,R_1,,1.0,
12,10.0,NED_2,NED,2,G_0,,1.0,
12,10.0,NED_12,NED,1,A_0,,,1.0
12,10.0,ITA_19,ITA,L,FS_0,,1.0,
12,10.0,ITA_14,ITA,3,B_0,,1.0,
12,10.0,ITA_5,ITA,8,D_0,1.0,,
7,34.0,FRA_2,FRA,2,D_1,,1.0,
7,34.0,FRA_6,FRA,2,G_0,,1.0,
7,34.0,FRA_4,FRA,6,A_0,,,1.0
7,34.0,ITA_12,ITA,8,D_0,1.0,,
7,34.0,FRA_9,FRA,4,R_0,,1.0,
7,34.0,ITA_12,ITA,M,JS_0,,1.0,
7,34.0,ITA_7,ITA,4,D_1,,1.0,
7,34.0,ITA_6,ITA,2,G_1,,1.0,
7,34.0,ITA_5,ITA,1,A_0,,1.0,
7,30.0,ITA_12,ITA,7,R_0,,1.0,
7,30.0,ITA_6,ITA,6,G_1,,1.0,
7,30.0,ITA_16,ITA,3,A_0,,,1.0
7,30.0,FRA_17,FRA,M,JS_0,,1.0,
7,30.0,FRA_4,FRA,9,D_0,1.0,,
15,8.0,POL_6,POL,Y,JS_0,1.0,,
9,15.0,NED_4,NED,M,JS_0,1.0,,
2,6.0,IRI_2,IRI,8,R_1,,1.0,
2,6.0,IRI_18,IRI,3,G_1,,1.0,
2,6.0,IRI_22,IRI,1,A_0,,,1.0
2,6.0,POL_6,POL,Y,JS_0,,1.0,
2,6.0,POL_6,POL,6,D_0,1.0,,
1,27.0,IRI_22,IRI,7,R_0,,1.0,
1,27.0,IRI_18,IRI,1,G_1,,1.0,
1,27.0,IRI_17,IRI,3,A_0,,,1.0
1,27.0,POL_16,POL,M,JS_0,,1.0,
1,27.0,POL_16,POL,8,D_0,1.0,,
1,8.0,POL_6,POL,Y,JS_0,1.0,,
17,38.0,JAP_7,JAP,1,R_0,1.0,,
17,38.0,FRA_11,FRA,Y,JS_0,,,1.0
19,26.0,USA_22,USA,8,R_0,,1.0,
19,26.0,USA_11,USA,3,G_0,,1.0,
19,26.0,USA_20,USA,2,A_0,,,1.0
19,26.0,BRA_12,BRA,M,JS_0,,1.0,
19,26.0,BRA_18,BRA,8,D_0,1.0,,
12,34.0,NED_12,NED,4,R_0,,1.0,
12,34.0,NED_2,NED,2,G_0,,1.0,
12,34.0,NED_12,NED,3,A_0,,,1.0
12,34.0,ITA_15,ITA,L,JS_0,,1.0,
12,34.0,ITA_14,ITA,1,B_0,1.0,,
10,15.0,NED_12,NED,4,R_0,,1.0,
10,15.0,NED_2,NED,5,G_0,,1.0,
10,15.0,NED_14,NED,3,A_0,,,1.0
10,15.0,ITA_15,ITA,L,JS_0,,1.0,
10,15.0,ITA_6,ITA,1,B_0,1.0,,
17,10.0,JAP_5,JAP,3,D_0,1.0,,
17,10.0,JAP_6,JAP,6,R_1,,1.0,
17,10.0,JAP_8,JAP,2,G_0,,1.0,
17,10.0,JAP_5,JAP,3,A_0,,1.0,
17,10.0,FRA_14,FRA,Y,JS_0,,1.0,
17,10.0,FRA_19,FRA,1,B_0,,,1.0
2,35.0,IRI_2,IRI,5,R_0,,1.0,
2,35.0,IRI_8,IRI,9,D_0,,1.0,
2,35.0,IRI_17,IRI,1,A_0,,,1.0
2,35.0,POL_23,POL,M,JS_0,,1.0,
2,35.0,POL_16,POL,2,B_0,1.0,,
10,19.0,NED_2,NED,3,D_0,,1.0,
10,19.0,NED_3,NED,2,G_0,,1.0,
10,19.0,NED_14,NED,1,A_0,,1.0,
10,19.0,NED_18,NED,5,D_0,1.0,,
10,19.0,ITA_19,ITA,2,B_0,,,1.0
10,19.0,NED_12,NED,9,R_0,,1.0,
10,19.0,NED_2,NED,FZ,G_0,,1.0,
10,19.0,NED_14,NED,1,A_0,,1.0,
10,19.0,ITA_6,ITA,M,JS_0,,1.0,
10,19.0,ITA_19,ITA,3,B_0,,1.0,
10,19.0,ITA_17,ITA,FZ,D_0,,1.0,
10,19.0,ITA_6,ITA,6,G_0,,1.0,
10,19.0,ITA_5,ITA,1,At_0,,1.0,
9,42.0,ITA_16,ITA,3,B_0,1.0,,
9,42.0,ITA_5,ITA,9,R_0,,1.0,
9,42.0,NED_8,NED,L,JS_0,,1.0,
9,42.0,NED_14,NED,3,D_1,,1.0,
9,42.0,NED_2,NED,2,G_1,,1.0,
9,42.0,NED_4,NED,1,A_0,,,1.0
21,6.0,USA_20,USA,L,JS_0,1.0,,
12,7.0,ITA_15,ITA,4,R_0,1.0,,
12,7.0,NED_7,NED,L,JS_0,,,1.0
15,16.0,ITA_15,ITA,5,R_1,,1.0,
15,16.0,ITA_6,ITA,3,G_1,,1.0,
15,16.0,ITA_15,ITA,2,A_0,,,1.0
15,16.0,POL_19,POL,L,FS_0,,1.0,
15,16.0,POL_15,POL,2,B_0,1.0,,
14,43.0,ITA_15,ITA,7,R_0,,1.0,
14,43.0,ITA_7,ITA,9,G_0,,1.0,
14,43.0,ITA_15,ITA,1,A_0,,,1.0
14,43.0,POL_16,POL,M,JS_0,,1.0,
14,43.0,POL_20,POL,3,B_0,1.0,,
28,15.0,USA_2,USA,M,JS_0,1.0,,
24,11.0,FRA_9,FRA,4,R_0,,1.0,
24,11.0,UAS_20,UAS,M,JS_0,,1.0,
24,11.0,UAS_2,UAS,1,D_1,,1.0,
24,11.0,UAS_11,UAS,2,G_1,,1.0,
24,11.0,UAS_18,UAS,2,A_0,,,1.0
24,11.0,UAS_17,UAS,8,D_0,1.0,,
21,34.0,USA_22,USA,8,R_0,,1.0,
21,34.0,USA_11,USA,2,G_0,,1.0,
21,34.0,USA_20,USA,2,A_0,,,1.0
21,34.0,BRA_16,BRA,M,JS_0,,1.0,
21,34.0,BRA_16,BRA,7,D_0,1.0,,
20,3.0,USA_8,USA,9,R_1,,1.0,
20,3.0,USA_11,USA,2,G_1,,1.0,
20,3.0,USA_2,USA,5,A_0,,,1.0
20,3.0,BRA_1,BRA,M,JS_0,,1.0,
20,3.0,BRA_9,BRA,5,D_0,1.0,,
23,17.0,USA_8,USA,8,R_0,,1.0,
23,17.0,USA_11,USA,2,G_0,1.0,,
23,17.0,FRA_9,FRA,Y,JS_0,,1.0,
26,44.0,FRA_9,FRA,6,D_0,1.0,,
26,44.0,FRA_2,FRA,8,R_0,,1.0,
26,44.0,USA_18,USA,Y,JS_0,,1.0,
26,44.0,USA_4,USA,2,A_0,,,1.0
27,3.0,FRA_25,FRA,L,JS_0,1.0,,
7,4.0,FRA_9,FRA,8,R_0,,1.0,
7,4.0,FRA_2,FRA,FZ,G_0,,1.0,
7,4.0,FRA_4,FRA,3,A_0,1.0,,
7,4.0,ITA_5,ITA,L,JS_0,,1.0,
7,4.0,ITA_15,ITA,1,B_0,,,1.0
19,42.0,USA_2,USA,8,R_0,,1.0,
19,42.0,USA_11,USA,5,G_0,,1.0,
19,42.0,USA_8,USA,1,A_0,,,1.0
19,42.0,BRA_18,BRA,Y,FS_0,,1.0,
19,42.0,BRA_18,BRA,8,D_0,1.0,,
15,27.0,ITA_15,ITA,1,B_0,,1.0,
15,27.0,ITA_7,ITA,5,D_1,,1.0,
15,27.0,ITA_6,ITA,2,At_0,,,1.0
15,27.0,POL_6,POL,6,D_0,1.0,,
15,27.0,ITA_5,ITA,8,R_0,,1.0,
15,27.0,ITA_8,ITA,3,G_0,,1.0,
15,27.0,ITA_15,ITA,1,A_0,,1.0,
15,27.0,POL_16,POL,M,JS_0,,1.0,
15,27.0,POL_19,POL,3,B_0,,1.0,
15,27.0,POL_16,POL,8,D_1,,1.0,
15,27.0,POL_19,POL,2,G_0,,1.0,
15,27.0,POL_6,POL,1,A_0,,1.0,
29,13.0,USA_20,USA,M,JS_0,1.0,,
13,17.0,ITA_7,ITA,4,D_0,1.0,,
13,17.0,ITA_15,ITA,7,R_1,,1.0,
13,17.0,ITA_6,ITA,2,G_1,,1.0,
13,17.0,ITA_15,ITA,1,A_0,,1.0,
13,17.0,POL_15,POL,Y,JS_0,,1.0,
13,17.0,POL_6,POL,3,B_0,,1.0,
13,17.0,POL_15,POL,4,D_0,,1.0,
13,17.0,POL_19,POL,5,G_0,,1.0,
13,17.0,POL_16,POL,1,A_0,,,1.0
18,45.0,JAP_6,JAP,5,D_0,1.0,,
18,45.0,JAP_6,JAP,8,R_0,,1.0,
18,45.0,JAP_8,JAP,4,G_0,,1.0,
18,45.0,JAP_12,JAP,1,A_0,,1.0,
18,45.0,FRA_4,FRA,Y,JS_0,,1.0,
18,45.0,FRA_14,FRA,3,B_0,,,1.0
7,42.0,FRA_17,FRA,7,R_0,,1.0,
7,42.0,FRA_11,FRA,2,G_0,,1.0,
7,42.0,FRA_17,FRA,1,At_0,,,1.0
7,42.0,ITA_6,ITA,Y,JS_0,,1.0,
7,42.0,ITA_6,ITA,3,D_0,1.0,,
28,35.0,POL_14,POL,8,R_0,,1.0,
28,35.0,POL_19,POL,6,G_0,,1.0,
28,35.0,POL_16,POL,1,A_0,,1.0,
28,35.0,USA_15,USA,Y,JS_0,,1.0,
28,35.0,USA_20,USA,3,B_0,,,1.0
28,35.0,USA_6,USA,3,D_0,1.0,,
30,35.0,USA_15,USA,Y,JS_0,1.0,,
17,31.0,JAP_8,JAP,6,D_0,,1.0,
17,31.0,JAP_7,JAP,5,G_0,,1.0,
17,31.0,JAP_12,JAP,3,A_0,1.0,,
17,31.0,JAP_2,JAP,6,R_0,,1.0,
17,31.0,JAP_8,JAP,2,G_0,,1.0,
17,31.0,JAP_6,JAP,2,A_0,,1.0,
17,31.0,FRA_14,FRA,Y,JS_0,,1.0,
17,31.0,FRA_1,FRA,2,B_0,,1.0,
17,31.0,FRA_4,FRA,6,D_0,,1.0,
17,31.0,FRA_11,FRA,3,G_0,,1.0,
17,31.0,FRA_4,FRA,3,A_0,,1.0,
2,50.0,POL_17,POL,8,R_0,1.0,,
2,50.0,IRI_2,IRI,Y,JS_0,,,1.0
16,17.0,FRA_4,FRA,5,D_0,,1.0,
16,17.0,FRA_19,FRA,4,D_0,,1.0,
16,17.0,FRA_2,FRA,4,D_0,,1.0,
16,17.0,FRA_19,FRA,8,D_0,1.0,,
16,17.0,JAP_5,JAP,9,D_0,,1.0,
16,17.0,JAP_8,JAP,2,G_1,,1.0,
16,17.0,JAP_5,JAP,5,A_0,,,1.0
16,17.0,FRA_17,FRA,4,R_1,,1.0,
16,17.0,FRA_11,FRA,3,G_1,,1.0,
16,17.0,FRA_17,FRA,1,A_0,,1.0,
16,17.0,JAP_6,JAP,L,FS_0,,1.0,
16,17.0,JAP_1,JAP,3,B_0,,1.0,
16,17.0,JAP_8,JAP,3,G_1,,1.0,
16,17.0,JAP_5,JAP,5,A_0,,1.0,
2,38.0,IRI_2,IRI,Y,JS_0,1.0,,
10,45.0,NED_14,NED,Y,JS_0,1.0,,
19,22.0,BRA_1,BRA,M,JS_0,1.0,,
10,10.0,NED_12,NED,8,R_0,,1.0,
10,10.0,NED_2,NED,8,G_0,,1.0,
10,10.0,NED_4,NED,1,A_0,1.0,,
10,10.0,ITA_16,ITA,L,JS_0,,1.0,
4,41.0,IRI_2,IRI,8,R_0,,1.0,
4,41.0,IRI_18,IRI,3,G_0,,1.0,
4,41.0,IRI_5,IRI,2,At_0,,,1.0
4,41.0,IRI_20,IRI,2,D_0,1.0,,
4,41.0,POL_5,POL,M,JS_0,,1.0,
28,24.0,USA_8,USA,8,R_1,,1.0,
28,24.0,USA_11,USA,2,G_1,,1.0,
28,24.0,USA_4,USA,2,A_0,,,1.0
28,24.0,POL_19,POL,L,FS_0,,1.0,
28,24.0,POL_16,POL,5,D_0,1.0,,
10,37.0,ITA_6,ITA,9,D_0,1.0,,
10,37.0,ITA_7,ITA,8,R_0,,1.0,
10,37.0,ITA_6,ITA,3,G_0,,1.0,
10,37.0,ITA_19,ITA,2,A_0,,1.0,
10,37.0,NED_12,NED,L,JS_0,,1.0,
10,37.0,NED_8,NED,1,B_0,,1.0,
10,37.0,NED_14,NED,3,D_0,,1.0,
10,37.0,NED_2,NED,2,G_0,,1.0,
10,37.0,NED_3,NED,1,A_0,,,1.0
8,12.0,FRA_17,FRA,5,R_1,,1.0,
8,12.0,FRA_11,FRA,2,G_0,,1.0,
8,12.0,FRA_1,FRA,1,At_0,,,1.0
8,12.0,ITA_5,ITA,L,JS_0,,,
8,12.0,ITA_9,ITA,3,D_0,1.0,,
1,37.0,IRI_8,IRI,8,R_0,1.0,,
1,37.0,POL_15,POL,Y,JS_0,,,1.0
21,28.0,BRA_17,BRA,2,D_0,,1.0,
21,28.0,BRA_1,BRA,2,G_0,,1.0,
21,28.0,BRA_16,BRA,2,At_0,,,1.0
21,28.0,USA_2,USA,6,D_0,1.0,,
21,28.0,BRA_16,BRA,1,R_0,,1.0,
21,28.0,BRA_1,BRA,1,G_0,,1.0,
21,28.0,BRA_18,BRA,1,At_0,,1.0,
21,28.0,USA_2,USA,M,JS_0,,1.0,
21,28.0,USA_15,USA,5,D_0,,1.0,
21,28.0,USA_4,USA,2,A_0,,1.0,
16,7.0,JAP_5,JAP,8,R_0,,1.0,
16,7.0,JAP_8,JAP,5,G_1,,1.0,
16,7.0,JAP_2,JAP,2,A_0,,,1.0
16,7.0,FRA_14,FRA,Y,JS_0,,1.0,
16,7.0,FRA_19,FRA,1,D_0,1.0,,
3,5.0,POL_6,POL,Y,JS_0,1.0,,
16,28.0,FRA_2,FRA,2,D_0,,1.0,
16,28.0,FRA_11,FRA,2,G_0,,1.0,
16,28.0,FRA_1,FRA,2,AT_0,,1.0,
16,28.0,FRA_17,FRA,1,B_0,1.0,,
16,28.0,JAP_8,JAP,6,D_1,,1.0,
16,28.0,JAP_7,JAP,5,G_1,,1.0,
16,28.0,JAP_1,JAP,3,A_0,,,1.0
16,28.0,FRA_17,FRA,4,R_0,,1.0,
16,28.0,FRA_11,FRA,2,G_0,,1.0,
16,28.0,FRA_17,FRA,1,A_0,,1.0,
